description,industry,level,size,line_code,value
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,total,0,100+ employees,C1605.02,1278
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,"Agriculture, forestry, & fishing",1,total,C1605.02,1371
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Agriculture,2,total,C1605.02,1002
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Commercial fishing,2,total,C1605.02,21
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Forestry & logging,2,total,C1605.02,78
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,"Agriculture, forestry, & fishing support services",2,total,C1605.02,270
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Mining,1,total,C1605.02,27
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Manufacturing,1,total,C1605.02,2388
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,"Food, beverage, & tobacco",2,total,C1605.02,492
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,"Textile, clothing, footwear, & leather",2,total,C1605.02,165
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Wood & paper product,2,total,C1605.02,276
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,"Printing, publishing, & recorded media",2,total,C1605.02,99
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,"Petroleum, coal, chemical, & associated product",2,total,C1605.02,219
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Non-metallic mineral product,2,total,C1605.02,69
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Metal product,2,total,C1605.02,435
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Transport and industrial machinery & equipment,2,total,C1605.02,357
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Other machinery & equipment,2,total,C1605.02,114
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Other manufacturing,2,total,C1605.02,165
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,"Electricity, gas, water, & waste services",1,total,C1605.02,84
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Construction,1,total,C1605.02,2106
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Wholesale trade,1,total,C1605.02,1668
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Machinery & equipment wholesaling,2,total,C1605.02,546
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Other wholesale trade,2,total,C1605.02,1122
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Retail trade,1,total,C1605.02,1647
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Accommodation & food services,1,total,C1605.02,2199
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,"Transport, postal, & warehousing",1,total,C1605.02,669
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Information media & telecommunications,1,total,C1605.02,198
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Publishing,2,total,C1605.02,75
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Motion picture,2,total,C1605.02,57
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Telecommunications,2,total,C1605.02,66
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Financial & insurance services,1,total,C1605.02,336
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Finance,2,total,C1605.02,102
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Insurance,2,total,C1605.02,27
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Auxiliary,2,total,C1605.02,204
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,"Rental, hiring, & real estate services",1,total,C1605.02,417
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,"Professional, scientific, & technical services",1,total,C1605.02,2052
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Computer systems design,2,total,C1605.02,432
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Other professional scientific,2,total,C1605.02,1626
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Administrative & support services,1,total,C1605.02,816
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Education & training,1,total,C1605.02,471
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Health care & social assistance,1,total,C1605.02,1185
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Arts & recreation services,1,total,C1605.02,201
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,Other services,1,total,C1605.02,471
Extent to which this business has automated the following tasks and business processes - processing data - partly automated,total,0,total,C1605.02,18315
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,total,0,6–19 employees,C1605.03,3606
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,total,0,20–49 employees,C1605.03,900
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,total,0,50–99 employees,C1605.03,348
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,total,0,100+ employees,C1605.03,225
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,"Agriculture, forestry, & fishing",1,total,C1605.03,168
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Agriculture,2,total,C1605.03,72
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Commercial fishing,2,total,C1605.03,3
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Forestry & logging,2,total,C1605.03,27
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,"Agriculture, forestry, & fishing support services",2,total,C1605.03,72
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Mining,1,total,C1605.03,15
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Manufacturing,1,total,C1605.03,507
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,"Food, beverage, & tobacco",2,total,C1605.03,99
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,"Textile, clothing, footwear, & leather",2,total,C1605.03,18
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Wood & paper product,2,total,C1605.03,30
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,"Printing, publishing, & recorded media",2,total,C1605.03,27
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,"Petroleum, coal, chemical, & associated product",2,total,C1605.03,69
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Non-metallic mineral product,2,total,C1605.03,15
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Metal product,2,total,C1605.03,102
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Transport and industrial machinery & equipment,2,total,C1605.03,81
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Other machinery & equipment,2,total,C1605.03,24
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Other manufacturing,2,total,C1605.03,42
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,"Electricity, gas, water, & waste services",1,total,C1605.03,15
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Construction,1,total,C1605.03,405
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Wholesale trade,1,total,C1605.03,336
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Machinery & equipment wholesaling,2,total,C1605.03,123
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Other wholesale trade,2,total,C1605.03,213
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Retail trade,1,total,C1605.03,1176
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Accommodation & food services,1,total,C1605.03,447
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,"Transport, postal, & warehousing",1,total,C1605.03,198
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Information media & telecommunications,1,total,C1605.03,51
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Publishing,2,total,C1605.03,9
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Motion picture,2,total,C1605.03,12
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Telecommunications,2,total,C1605.03,27
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Financial & insurance services,1,total,C1605.03,75
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Finance,2,total,C1605.03,24
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Insurance,2,total,C1605.03,3
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Auxiliary,2,total,C1605.03,51
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,"Rental, hiring, & real estate services",1,total,C1605.03,111
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,"Professional, scientific, & technical services",1,total,C1605.03,645
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Computer systems design,2,total,C1605.03,144
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Other professional scientific,2,total,C1605.03,504
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Administrative & support services,1,total,C1605.03,249
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Education & training,1,total,C1605.03,105
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Health care & social assistance,1,total,C1605.03,321
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Arts & recreation services,1,total,C1605.03,42
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,Other services,1,total,C1605.03,195
Extent to which this business has automated the following tasks and business processes - processing data - fully automated,total,0,total,C1605.03,5079
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,total,0,6–19 employees,C1605.04,4107
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,total,0,20–49 employees,C1605.04,543
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,total,0,50–99 employees,C1605.04,108
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,total,0,100+ employees,C1605.04,51
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,"Agriculture, forestry, & fishing",1,total,C1605.04,681
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Agriculture,2,total,C1605.04,438
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Commercial fishing,2,total,C1605.04,9
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Forestry & logging,2,total,C1605.04,39
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,"Agriculture, forestry, & fishing support services",2,total,C1605.04,195
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Mining,1,total,C1605.04,15
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Manufacturing,1,total,C1605.04,444
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,"Food, beverage, & tobacco",2,total,C1605.04,117
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,"Textile, clothing, footwear, & leather",2,total,C1605.04,27
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Wood & paper product,2,total,C1605.04,18
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,"Printing, publishing, & recorded media",2,total,C1605.04,18
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,"Petroleum, coal, chemical, & associated product",2,total,C1605.04,21
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Non-metallic mineral product,2,total,C1605.04,18
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Metal product,2,total,C1605.04,96
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Transport and industrial machinery & equipment,2,total,C1605.04,78
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Other machinery & equipment,2,total,C1605.04,15
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Other manufacturing,2,total,C1605.04,39
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,"Electricity, gas, water, & waste services",1,total,C1605.04,15
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Construction,1,total,C1605.04,693
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Wholesale trade,1,total,C1605.04,207
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Machinery & equipment wholesaling,2,total,C1605.04,45
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Other wholesale trade,2,total,C1605.04,159
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Retail trade,1,total,C1605.04,492
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Accommodation & food services,1,total,C1605.04,921
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,"Transport, postal, & warehousing",1,total,C1605.04,156
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Information media & telecommunications,1,total,C1605.04,39
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Publishing,2,total,C1605.04,12
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Motion picture,2,total,C1605.04,18
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Telecommunications,2,total,C1605.04,6
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Financial & insurance services,1,total,C1605.04,21
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Finance,2,total,C1605.04,15
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Insurance,2,total,C1605.04,3
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Auxiliary,2,total,C1605.04,6
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,"Rental, hiring, & real estate services",1,total,C1605.04,78
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,"Professional, scientific, & technical services",1,total,C1605.04,342
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Computer systems design,2,total,C1605.04,45
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Other professional scientific,2,total,C1605.04,300
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Administrative & support services,1,total,C1605.04,168
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Education & training,1,total,C1605.04,81
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Health care & social assistance,1,total,C1605.04,333
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Arts & recreation services,1,total,C1605.04,21
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,Other services,1,total,C1605.04,102
Extent to which this business has automated the following tasks and business processes - processing data - not applicable,total,0,total,C1605.04,4809
Extent to which this business has automated the following tasks and business processes - processing data - don't know,total,0,6–19 employees,C1605.05,1644
Extent to which this business has automated the following tasks and business processes - processing data - don't know,total,0,20–49 employees,C1605.05,279
Extent to which this business has automated the following tasks and business processes - processing data - don't know,total,0,50–99 employees,C1605.05,48
Extent to which this business has automated the following tasks and business processes - processing data - don't know,total,0,100+ employees,C1605.05,66
Extent to which this business has automated the following tasks and business processes - processing data - don't know,"Agriculture, forestry, & fishing",1,total,C1605.05,210
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Agriculture,2,total,C1605.05,138
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Commercial fishing,2,total,C1605.05,0
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Forestry & logging,2,total,C1605.05,21
Extent to which this business has automated the following tasks and business processes - processing data - don't know,"Agriculture, forestry, & fishing support services",2,total,C1605.05,54
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Mining,1,total,C1605.05,9
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Manufacturing,1,total,C1605.05,156
Extent to which this business has automated the following tasks and business processes - processing data - don't know,"Food, beverage, & tobacco",2,total,C1605.05,39
Extent to which this business has automated the following tasks and business processes - processing data - don't know,"Textile, clothing, footwear, & leather",2,total,C1605.05,6
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Wood & paper product,2,total,C1605.05,9
Extent to which this business has automated the following tasks and business processes - processing data - don't know,"Printing, publishing, & recorded media",2,total,C1605.05,3
Extent to which this business has automated the following tasks and business processes - processing data - don't know,"Petroleum, coal, chemical, & associated product",2,total,C1605.05,24
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Non-metallic mineral product,2,total,C1605.05,9
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Metal product,2,total,C1605.05,15
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Transport and industrial machinery & equipment,2,total,C1605.05,39
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Other machinery & equipment,2,total,C1605.05,3
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Other manufacturing,2,total,C1605.05,9
Extent to which this business has automated the following tasks and business processes - processing data - don't know,"Electricity, gas, water, & waste services",1,total,C1605.05,6
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Construction,1,total,C1605.05,240
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Wholesale trade,1,total,C1605.05,63
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Machinery & equipment wholesaling,2,total,C1605.05,6
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Other wholesale trade,2,total,C1605.05,57
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Retail trade,1,total,C1605.05,222
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Accommodation & food services,1,total,C1605.05,465
Extent to which this business has automated the following tasks and business processes - processing data - don't know,"Transport, postal, & warehousing",1,total,C1605.05,57
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Information media & telecommunications,1,total,C1605.05,27
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Publishing,2,total,C1605.05,3
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Motion picture,2,total,C1605.05,15
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Telecommunications,2,total,C1605.05,9
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Financial & insurance services,1,total,C1605.05,12
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Finance,2,total,C1605.05,3
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Insurance,2,total,C1605.05,3
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Auxiliary,2,total,C1605.05,9
Extent to which this business has automated the following tasks and business processes - processing data - don't know,"Rental, hiring, & real estate services",1,total,C1605.05,54
Extent to which this business has automated the following tasks and business processes - processing data - don't know,"Professional, scientific, & technical services",1,total,C1605.05,174
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Computer systems design,2,total,C1605.05,33
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Other professional scientific,2,total,C1605.05,144
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Administrative & support services,1,total,C1605.05,30
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Education & training,1,total,C1605.05,60
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Health care & social assistance,1,total,C1605.05,120
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Arts & recreation services,1,total,C1605.05,21
Extent to which this business has automated the following tasks and business processes - processing data - don't know,Other services,1,total,C1605.05,102
Extent to which this business has automated the following tasks and business processes - processing data - don't know,total,0,total,C1605.05,2037
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,total,0,6–19 employees,C1606.01,19674
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,total,0,20–49 employees,C1606.01,4950
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,total,0,50–99 employees,C1606.01,1269
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,total,0,100+ employees,C1606.01,993
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,"Agriculture, forestry, & fishing",1,total,C1606.01,2052
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Agriculture,2,total,C1606.01,1329
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Commercial fishing,2,total,C1606.01,39
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Forestry & logging,2,total,C1606.01,96
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,"Agriculture, forestry, & fishing support services",2,total,C1606.01,585
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Mining,1,total,C1606.01,72
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Manufacturing,1,total,C1606.01,3039
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,"Food, beverage, & tobacco",2,total,C1606.01,549
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,"Textile, clothing, footwear, & leather",2,total,C1606.01,177
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Wood & paper product,2,total,C1606.01,276
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,"Printing, publishing, & recorded media",2,total,C1606.01,174
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,"Petroleum, coal, chemical, & associated product",2,total,C1606.01,249
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Non-metallic mineral product,2,total,C1606.01,126
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Metal product,2,total,C1606.01,528
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Transport and industrial machinery & equipment,2,total,C1606.01,627
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Other machinery & equipment,2,total,C1606.01,123
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Other manufacturing,2,total,C1606.01,210
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,"Electricity, gas, water, & waste services",1,total,C1606.01,96
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Construction,1,total,C1606.01,3738
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Wholesale trade,1,total,C1606.01,2049
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Machinery & equipment wholesaling,2,total,C1606.01,666
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Other wholesale trade,2,total,C1606.01,1383
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Retail trade,1,total,C1606.01,2784
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Accommodation & food services,1,total,C1606.01,3732
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,"Transport, postal, & warehousing",1,total,C1606.01,1071
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Information media & telecommunications,1,total,C1606.01,219
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Publishing,2,total,C1606.01,81
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Motion picture,2,total,C1606.01,84
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Telecommunications,2,total,C1606.01,54
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Financial & insurance services,1,total,C1606.01,270
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Finance,2,total,C1606.01,90
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Insurance,2,total,C1606.01,15
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Auxiliary,2,total,C1606.01,168
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,"Rental, hiring, & real estate services",1,total,C1606.01,648
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,"Professional, scientific, & technical services",1,total,C1606.01,2598
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Computer systems design,2,total,C1606.01,366
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Other professional scientific,2,total,C1606.01,2235
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Administrative & support services,1,total,C1606.01,1017
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Education & training,1,total,C1606.01,678
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Health care & social assistance,1,total,C1606.01,1587
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Arts & recreation services,1,total,C1606.01,345
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,Other services,1,total,C1606.01,882
Extent to which this business has automated the following tasks and business processes - routine physical tasks - not automated,total,0,total,C1606.01,26889
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,total,0,6–19 employees,C1606.02,4989
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,total,0,20–49 employees,C1606.02,1572
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,total,0,50–99 employees,C1606.02,675
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,total,0,100+ employees,C1606.02,594
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,"Agriculture, forestry, & fishing",1,total,C1606.02,645
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,Agriculture,2,total,C1606.02,477
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,Commercial fishing,2,total,C1606.02,6
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,Forestry & logging,2,total,C1606.02,93
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,"Agriculture, forestry, & fishing support services",2,total,C1606.02,69
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,Mining,1,total,C1606.02,15
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,Manufacturing,1,total,C1606.02,1452
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,"Food, beverage, & tobacco",2,total,C1606.02,360
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,"Textile, clothing, footwear, & leather",2,total,C1606.02,72
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,Wood & paper product,2,total,C1606.02,213
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,"Printing, publishing, & recorded media",2,total,C1606.02,42
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,"Petroleum, coal, chemical, & associated product",2,total,C1606.02,144
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,Non-metallic mineral product,2,total,C1606.02,36
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,Metal product,2,total,C1606.02,312
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,Transport and industrial machinery & equipment,2,total,C1606.02,108
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,Other machinery & equipment,2,total,C1606.02,66
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,Other manufacturing,2,total,C1606.02,99
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,"Electricity, gas, water, & waste services",1,total,C1606.02,30
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,Construction,1,total,C1606.02,801
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,Wholesale trade,1,total,C1606.02,630
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,Machinery & equipment wholesaling,2,total,C1606.02,159
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,Other wholesale trade,2,total,C1606.02,468
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,Retail trade,1,total,C1606.02,1101
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,Accommodation & food services,1,total,C1606.02,768
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,"Transport, postal, & warehousing",1,total,C1606.02,243
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,Information media & telecommunications,1,total,C1606.02,75
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,Publishing,2,total,C1606.02,30
Extent to which this business has automated the following tasks and business processes - routine physical tasks - partly automated,Motion picture,2,total,C1606.02,18
